Token,9999,LABEL:UYYbisXZ,Paragraph_ID,Book_Paragraph_ID,Paragraph_Reference,CollectedHitRankSummary,CollectedHits,TokensInParagraph,TotalUniquedScore,TotalUniquedScorePercentage,TotalHitCount,HitTypeTokenRatio,SummaryUnique_Hits_U,Unique_Hits_U,SummaryUnique_Hits_Y,Unique_Hits_Y,SummaryUnique_Hits_Ybis,Unique_Hits_Ybis,SummaryUnique_Hits_X,Unique_Hits_X,SummaryUnique_Hits_Z,Unique_Hits_Z,Paragraph_(lemmatized),Paragraph_(tokenized),Annotator 1,RQ1_Score,RQ1_Notes,RQ2_Score,RQ2_Notes,Remarks for further research
-- content[1] -- -- --,3,NYNNN,P_000480,B_0000P_0480,hilbertsignificance.p.11,Y:3:1,-- content[1] -- -- --,83,1,1.2,1,100,n.a.,--,Y:3:1,content[1],n.a.,--,n.a.,--,n.a.,--,"LEM:through its wealth of new , fruitful method and viewpoint , this investigation have exercise a powerful influence on the development of mathematical research . however , the significance of hilbert ' s foundation of geometry by no mean lie only in its purely mathematical content . rather , what make this book popular and hilbert ' s name renowned , far beyond the circle of his colleague , be the new methodological turn that be give to the idea of axiomatic .","TOK:Through its wealth of new , fruitful methods and viewpoints , this investigation has exercised a powerful influence on the development of mathematical research . However , the significance of Hilbert ’ s foundations of geometry by no means lies only in its purely mathematical content . Rather , what made this book popular and Hilbert ’ s name renowned , far beyond the circle of his colleagues , was the new methodological turn that was given to the idea of axiomatics .",,-1,,-1,,
-- general[1] -- -- --,3,NYNNN,P_000482,B_0000P_0482,hilbertsignificance.p.13,Y:3:1,-- general[1] -- -- --,134,1,0.75,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:of course , the demand that each axiom express an a priori knowable truth be soon abandon . for on the manifold occasion that present themselves for the axiomatic method , especially in the further development of physics , it follow , so to speak , automatically that one choose both empirical statement and also mere hypothesis as axiom of physical theory . the axiomatic procedure turn out to be especially fruitful in case where one succeed in encompass the result of multifarious experience in a statement of general character through posit an axiom . a famous example of this be that of the two proposition about the impossibility of a perpetuum mobile of the first and second type ; clausius put they as axiom at the top of the theory of heat .","TOK:Of course , the demand that each axiom expresses an a priori knowable truth was soon abandoned . For on the manifold occasions that presented themselves for the axiomatic method , especially in the further development of physics , it followed , so to speak , automatically that one chose both empirical statements and also mere hypotheses as axioms of physical theories . The axiomatic procedure turned out to be especially fruitful in cases where one succeeded in encompassing the results of multifarious experiences in a statement of general character through positing an axiom . A famous example of this is that of the two propositions about the impossibility of a perpetuum mobile of the first and second type ; Clausius put them as axioms at the top of the theory of heat .",,-1,,0,axioms has a general character - but what does it mean?,
-- general[1] -- -- --,3,NYNNN,P_000493,B_0000P_0493,hilbertsignificance.p.24,Y:3:1,-- general[1] -- -- --,189,1,0.53,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:in his zurich lecture on "" axiomatic thought "" ( 1917 ) , hilbert give a summary of the leading methodological thought and an overview of the result of research in axiomatic . here he characterize the axiomatic method as a general procedure for scientific thinking . in all area of knowledge , in which one have already come to the point of set up a theory , or , as hilbert say , to an arrangement of the fact by mean of a framework of concept , this procedure set in . then , it always become obvious that a few proposition suffice for the logical construction of the theory , and through this the axiomatic foundation of the theory be make possible . this will at first take place in the sense of the old axiomatic . however , one can always—as within geometry—move on to hilbert ' s axiomatic standpoint by disregard the epistemic character of the axiom and by consider the whole framework of concept only ( as a possible form of a system of interconnected relationship ) in regard to its internal structure .","TOK:In his Zurich lecture on “ Axiomatic Thought ” ( 1917 ) , Hilbert gave a summary of the leading methodological thoughts and an overview of the results of research in axiomatics . Here he characterizes the axiomatic method as a general procedure for scientific thinking . In all areas of knowledge , in which one has already come to the point of setting up a theory , or , as Hilbert says , to an arrangement of the facts by means of a framework of concepts , this procedure sets in . Then , it always becomes obvious that a few propositions suffice for the logical construction of the theory , and through this the axiomatic foundation of the theory is made possible . This will at first take place in the sense of the old axiomatics . However , one can always—as within geometry—move on to Hilbert ’ s axiomatic standpoint by disregarding the epistemic character of the axioms and by considering the whole framework of concepts only ( as a possible form of a system of interconnected relationships ) in regard to its internal structure .",,0,axiomatic as disregarding the epistemic character,0,,
-- general[1] -- -- --,3,NYNNN,P_000499,B_0000P_0499,hilbertsignificance.p.30,Y:3:1,-- general[1] -- -- --,61,1,1.64,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:from the beginning , hilbert recognize and emphasize the need for such a proof to guarantee the certainty of the axiomatic method and of mathematic in general . and although his effort concern this problem have not yet reach the ultimate goal , he have nonetheless succeed in find the methodological approach by which the task can be mathematically undertake .","TOK:From the beginning , Hilbert recognized and emphasized the need for such a proof to guarantee the certainty of the axiomatic method and of mathematics in general . And although his efforts concerning this problem have not yet reached the ultimate goal , he has nonetheless succeeded in finding the methodological approach by which the task can be mathematically undertaken .",,-1,,-1,,
-- general[1] -- -- --,3,NYNNN,P_000503,B_0000P_0503,hilbertsignificance.p.34,Y:3:1,-- general[1] -- -- --,149,1,0.67,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:on the basis of this consideration , the task arise then for hilbert to examine more precisely the form of mathematical proof . we must , so he say in his lecture on axiomatic thought , "" make the concept of specific mathematical proof itself the object of an investigation , just as the astronomer take into account the motion of his location , the physicist concern himself with the theory of his apparatus , and the philosopher criticize reason itself . "" d the general form of logical inference be decisive for the structure of mathematical proof . that be why the require investigation of mathematical proof must , in any case , also concern the logical form of inference . accordingly , already in the heidelberg lecture , hilbert explain that "" a partially simultaneous development of the law of logic and arithmetic be necessary . ""","TOK:On the basis of this consideration , the task arises then for Hilbert to examine more precisely the forms of mathematical proofs . We must , so he says in his lecture on axiomatic thought , “ make the concept of specific mathematical proof itself the object of an investigation , just as the astronomer takes into account the motion of his location , the physicist concerns himself with the theory of his apparatus , and the philosopher criticizes reason itself . ” d The general forms of logical inference are decisive for the structure of mathematical proofs . That is why the required investigation of mathematical proofs must , in any case , also concern the logical forms of inference . Accordingly , already in the Heidelberg lecture , Hilbert explained that “ a partially simultaneous development of the laws of logic and arithmetic is necessary . ”",,-1,,-1,,
-- content[2] contentual-logical[1] formal[1] -- -- --,9,NYNNN,P_000506,B_0000P_0506,hilbertsignificance.p.37,Y:3:3,-- content[2] contentual-logical[1] formal[1] -- -- --,117,3,2.56,4,75,n.a.,--,Y:3:3,content[2] contentual-logical[1] formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:in adopt the procedure of mathematical logic , hilbert reinterpret it as he have do with the axiomatic method . just as he have formerly strip the basic relation and axiom of geometry of their intuitive content , he now eliminate the intellectual content of the inference from the proof of arithmetic and analysis which he take as the object of his investigation . he achieve this by take the system of formula , by which those proof be represent in the logical calculus—detache from their contentual-logical interpretation — , as the immediate object of consideration , and thereby replace the proof of analysis with a purely formal manipulation of definite sign accord to fix rule .","TOK:In adopting the procedure of mathematical logic , Hilbert reinterpreted it as he had done with the axiomatic method . Just as he had formerly stripped the basic relations and axioms of geometry of their intuitive content , he now eliminates the intellectual content of the inferences from the proofs of arithmetic and analysis which he takes as the object of his investigation . He achieves this by taking the systems of formulas , by which those proofs are represented in the logical calculus—detached from their contentual-logical interpretations — , as the immediate object of consideration , and thereby replacing the proofs of analysis with a purely formal manipulation of definite signs according to fixed rules .",,1,,-1,,
-- contentual[2] formalism[2] general[1] -- -- --,9,NYNNN,P_000507,B_0000P_0507,hilbertsignificance.p.38,Y:3:3,-- contentual[2] formalism[2] general[1] -- -- --,111,3,2.7,5,60,n.a.,--,Y:3:3,contentual[2] formalism[2] general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:through this mode of consideration , in which the separation of the specifically mathematical from everything contentual reach its high point , hilbert ' s view on the nature of mathematic and on the axiomatic method finally find its real completion . for we recognize at this point that that sphere of the abstract mathematical , into which the method of thought of mathematic translate all that be theoretically comprehensible , be not the sphere of logical contentual but rather the domain of pure formalism . mathematic turn out to be the general doctrine of formalism , and by understand it as such , its universal significance also become immediately .","TOK:Through this mode of consideration , in which the separation of the specifically mathematical from everything contentual reaches its high point , Hilbert ’ s view on the nature of mathematics and on the axiomatic method finally finds its real completion . For we recognize at this point that that sphere of the abstract mathematical , into which the method of thought of mathematics translates all that is theoretically comprehensible , is not the sphere of logical contentual but rather the domain of pure formalism . Mathematics turns out to be the general doctrine of formalisms , and by understanding it as such , its universal significance also becomes immediately .",,1,,0,,TN
-- formalism[1] general[1] -- -- --,6,NYNNN,P_000508,B_0000P_0508,hilbertsignificance.p.39,Y:3:2,-- formalism[1] general[1] -- -- --,154,2,1.3,2,100,n.a.,--,Y:3:2,formalism[1] general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:this meaning of mathematic as a general doctrine of form have come to light in recent physics in a most splendid way , especially in einstein ' s theory of gravitation , in which the mathematical formalism give einstein the lead idea for set up his law of gravitation , whose more exact form could never have be find without enlist mathematical tool . and here it be once again hilbert who first bring this law of gravitation to its simple mathematical form . and by show the possibility of a harmonious combination of the theory of gravitation with electrodynamic , he initiate the further mathematical speculation connect to einstein ' s theory which be bring to systematic completion by weyl with the help of his geometrical idea . if these speculation should stand the test in physics , then the triumph of mathematic in modern science would thereby be a perfect one .","TOK:This meaning of mathematics as a general doctrine of forms has come to light in recent physics in a most splendid way , especially in Einstein ’ s theory of gravitation , in which the mathematical formalism gave Einstein the leading idea for setting up his law of gravitation , whose more exact form could never have been found without enlisting mathematical tools . And here it was once again Hilbert who first brought this law of gravitation to its simplest mathematical form . And by showing the possibility of a harmonious combination of the theory of gravitation with electrodynamics , he initiated the further mathematical speculations connected to Einstein ’ s theory which were brought to systematic completion by Weyl with the help of his geometrical ideas . If these speculations should stand the test in physics , then the triumph of mathematics in modern science would thereby be a perfect one .",,-1,,-1,,
-- content[1] -- -- --,3,NYNNN,P_000515,B_0000P_0515,hilbertthought.p.6,Y:3:1,-- content[1] -- -- --,103,1,0.97,1,100,n.a.,--,Y:3:1,content[1],n.a.,--,n.a.,--,n.a.,--,"LEM:accord to this viewpoint we will consider whether it be possible to ground those transcendent assumption in such a way that only primitive intuitive cognition be apply . because of this restrict use of cognitive mean , on the other hand , we cannot demand of this grounding that it allow we to recognize as truth ( in the philosophical sense ) the assumption that be to be ground . rather , we will be content if one succeed in show the arithmetic build on those assumption to be a possible ( i . e . , consistent ) system of thought .","TOK:According to this viewpoint we will consider whether it is possible to ground those transcendent assumptions in such a way that only primitive intuitive cognitions are applied . Because of this restricted use of cognitive means , on the other hand , we cannot demand of this grounding that it allows us to recognize as truths ( in the philosophical sense ) the assumptions that are to be grounded . Rather , we will be content if one succeeds in showing the arithmetic built on those assumptions to be a possible ( i . e . , consistent ) system of thought .",,-1,,-1,,
-- formal[1] -- -- --,3,NYNNN,P_000526,B_0000P_0526,hilbertthought.p.17,Y:3:1,-- formal[1] -- -- --,69,1,1.45,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:moreover , symbolic logic have take we far in methodical knowledge : whereas one previously only take account of the assumption of the mathematical theory , now also the inference be make precise . and it turn out that one can replace mathematical reasoning—in so far as only its outcome matter—by a purely formal manipulation ( accord to determinate rule ) in which actual thinking be completely eliminate .","TOK:Moreover , symbolic logic has taken us further in methodical knowledge : Whereas one previously only took account of the assumptions of the mathematical theories , now also the inferences are made precise . And it turns out that one can replace mathematical reasoning—in so far as only its outcomes matter—by a purely formal manipulation ( according to determinate rules ) in which actual thinking is completely eliminated .",,-1,"*again, the idea of formal as computability is in shape",-1,,
-- general[1] -- -- --,3,NYNNN,P_000527,B_0000P_0527,hilbertthought.p.18,Y:3:1,-- general[1] -- -- --,84,1,1.19,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:however , as already say , mathematical logic do not achieve the goal of a logical grounding of arithmetic . and it be not to be assume that the reason for this failure lie in the particular form of the fregean approach . it seem rather to be the case that the problem of reduce mathematic to logic be completely ill-posed , namely , because mathematic and logic do not stand at all to each other in the relationship of particular and general .","TOK:However , as already said , mathematical logic does not achieve the goal of a logical grounding of arithmetic . And it is not to be assumed that the reason for this failure lies in the particular form of the Fregean approach . It seems rather to be the case that the problem of reducing mathematics to logic is completely ill-posed , namely , because mathematics and logic do not stand at all to each other in the relationship of particular and general .",,-1,,0,,
-- contentually[1] formal[1] general[2] -- -- --,9,NYNNN,P_000528,B_0000P_0528,hilbertthought.p.19,Y:3:3,-- contentually[1] formal[1] general[2] -- -- --,80,3,3.75,4,75,n.a.,--,Y:3:3,contentually[1] formal[1] general[2],n.a.,--,n.a.,--,n.a.,--,"LEM:mathematic and logic be base on two different direction of abstraction . while logic deal with the contentually most general , ( pure ) mathematic be the general theory of the formal relation and property . such that , on the one hand each mathematical consideration be subject to the logical law , while , on the other hand each logical figure-of-thought fall into the domain of mathematical consideration because of the external structure that necessarily come with it .","TOK:Mathematics and logic are based on two different directions of abstraction . While logic deals with the contentually most general , ( pure ) mathematics is the general theory of the formal relations and properties . Such that , on the one hand each mathematical consideration is subject to the logical laws , while , on the other hand each logical figure-of-thought falls into the domain of mathematical consideration because of the external structure that necessarily comes with it .",,1,,1,,TN
-- generally[1] -- -- --,3,NYNNN,P_000537,B_0000P_0537,hilbertthought.p.28,Y:3:1,-- generally[1] -- -- --,149,1,0.67,1,100,n.a.,--,Y:3:1,generally[1],n.a.,--,n.a.,--,n.a.,--,"LEM:brouwer go even far in this direction by also apply the constructive principle to large number . if one want , as brouwer do , to avoid the assumption of a closed give totality of all number and to take as a foundation only the act of progress by one , performable without bound , then statement of the form "" there be number of such and such a type ... "" do not have a prima facie meaning . thus , one be also not justify in generally put forward , for each number theoretical statement , the alternative that either the statement hold for all number or that there be a number ( respectively , a pair of number , a triple of number , ... ) by which it be refute . this way of apply the tertium non datur be then at least questionable .","TOK:Brouwer goes even further in this direction by also applying the constructive principle to large numbers . If one wants , as Brouwer does , to avoid the assumption of a closed given totality of all numbers and to take as a foundation only the act of progressing by one , performable without bound , then statements of the form “ There are numbers of such and such a type ... ” do not have a prima facie meaning . Thus , one is also not justified in generally putting forward , for each number theoretical statement , the alternative that either the statement holds for all numbers or that there is a number ( respectively , a pair of numbers , a triple of numbers , ... ) by which it is refuted . This way of applying the tertium non datur is then at least questionable .",,-1,,-1,,
-- content[1] -- -- --,3,NYNNN,P_000538,B_0000P_0538,hilbertthought.p.29,Y:3:1,-- content[1] -- -- --,164,1,0.61,1,100,n.a.,--,Y:3:1,content[1],n.a.,--,n.a.,--,n.a.,--,"LEM:thereby we find ourselves in a great predicament : the most successful , elegant , and time-tested mode of inference ought to be abandon just because , from a specific standpoint , one have no justification for they . the unsatisfactoriness of such a procedure can not be overcome by the consideration , by which weyl try to show that the concept formation of the mathematical continuum , as it be fundamental for ordinary analysis , do not correspond to the visual representation of continuity . for , an exact analogy to the content of perception be not at all necessary for the applicability and the fruitfulness of analysis ; rather , it be perfectly sufficient that the method of idealization and conceptual interpolation use in analysis be consistently applicable . as far as pure mathematic be concern , it only matter whether the usual , axiomatically characterize mathematical continuum be in itself a possible , that is , a consistent , structure .","TOK:Thereby we find ourselves in a great predicament : The most successful , elegant , and time-tested modes of inference ought to be abandoned just because , from a specific standpoint , one has no justification for them . The unsatisfactoriness of such a procedure can not be overcome by the considerations , by which Weyl tries to show that the concept formation of the mathematical continuum , as it is fundamental for ordinary analysis , does not correspond to the visual representation of continuity . For , an exact analogy to the content of perception is not at all necessary for the applicability and the fruitfulness of analysis ; rather , it is perfectly sufficient that the method of idealization and conceptual interpolation used in analysis be consistently applicable . As far as pure mathematics is concerned , it only matters whether the usual , axiomatically characterized mathematical continuum is in itself a possible , that is , a consistent , structure .",,0,the example of analogy between mathematical continuum and the visual representation of continuity. the mathematical continuum is a formal structure. it remains to show that the visual representation of continuity stands to the continuum as how the formal stands to the contentual.,-1,,
-- content[1] contentual[4] formal[2] formalism[2] formalization[3] -- -- --,15,NYNNN,P_000542,B_0000P_0542,hilbertthought.p.33,Y:3:5,-- content[1] contentual[4] formal[2] formalism[2] formalization[3] -- -- --,239,5,2.09,12,41.67,n.a.,--,Y:3:5,content[1] contentual[4] formal[2] formalism[2] formalization[3],n.a.,--,n.a.,--,n.a.,--,"LEM:hilbert take over what be positively fruitful from each of the two attempt at ground mathematic discuss above . from the logical theory he take the method of the rigorous formalization of inference . that this formalization be necessary follow directly from the way the task be formulate . for the mathematical proof be to be make the object of a concrete-intuitive form of view . to this end , however , it be necessary that they be project , as it be , into the domain of the formal . accordingly , in hilbert ' s theory we have to distinguish sharply between the formal image of the arithmetical statement and proof as the object of the theory , on the one hand , and the contentual think about this formalism , as the content of the theory , on the other hand . the formalization be do in such a way that formula take the place of contentual mathematical statement , and that a sequence of formula , follow each other accord to certain rule , take the place of an inference . but one do not attach any meaning to the formula ; the formula do not count as the expression of a thought , but it correspond to a contentual judgment only insofar as it play , within the formalism , a role analogous to that which the judgment play within the contentual consideration .","TOK:Hilbert takes over what is positively fruitful from each of the two attempts at grounding mathematics discussed above . From the logical theory he takes the method of the rigorous formalization of inference . That this formalization is necessary follows directly from the way the task is formulated . For the mathematical proofs are to be made the object of a concrete-intuitive form of view . To this end , however , it is necessary that they are projected , as it were , into the domain of the formal . Accordingly , in Hilbert ’ s theory we have to distinguish sharply between the formal image of the arithmetical statements and proofs as the object of the theory , on the one hand , and the contentual thought about this formalism , as the content of the theory , on the other hand . The formalization is done in such a way that formulas take the place of contentual mathematical statements , and that a sequence of formulas , following each other according to certain rules , takes the place of an inference . But one does not attach any meaning to the formulas ; the formula does not count as the expression of a thought , but it corresponds to a contentual judgment only insofar as it plays , within the formalism , a role analogous to that which the judgment plays within the contentual consideration .",,1,,-1,,Comp
-- formal[1] general[1] -- -- --,6,NYNNN,P_000543,B_0000P_0543,hilbertthought.p.34,Y:3:2,-- formal[1] general[1] -- -- --,224,2,0.89,2,100,n.a.,--,Y:3:2,formal[1] general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:more basic than this connection to symbolic logic be the contiguity of hilbert ' s approach with the constructive theory of weyl and brouwer . for hilbert in no way want to abandon the constructive tendency that aim at the autonomy of mathematic ; rather , he be especially eager to bring it to bear in the strong way . in light of what we state with respect to the constructive method , this appear at first to be incompatible with the goal to demonstrate the consistency proof of arithmetic . in fact , however , the obstacle to the unification of both goal lie only in a preconceive opinion from which the advocate of the constructive tendency have always proceed until now , namely , that within the domain of arithmetic every construction must indeed be a number construction ( respectively set construction ) . hilbert consider this view to be a prejudice . a constructive reinterpretation of the existential axiom be possible not only in such a way that one transform they into generate principle for the construction of number ; rather , the mode of inference make possible by such an axiom can , as a whole , be replace by a formal procedure in a such a way that certain sign replace general concept like number , function , etc.","TOK:More basic than this connection to symbolic logic is the contiguity of Hilbert ’ s approach with the constructive theories of Weyl and Brouwer . For Hilbert in no way wants to abandon the constructive tendency that aims at the autonomy of mathematics ; rather , he is especially eager to bring it to bear in the strongest way . In light of what we stated with respect to the constructive method , this appears at first to be incompatible with the goal to demonstrate the consistency proof of arithmetic . In fact , however , the obstacle to the unification of both goals lies only in a preconceived opinion from which the advocates of the constructive tendency have always proceeded until now , namely , that within the domain of arithmetic every construction must indeed be a number construction ( respectively set construction ) . Hilbert considers this view to be a prejudice . A constructive reinterpretation of the existential axioms is possible not only in such a way that one transforms them into generating principles for the construction of numbers ; rather , the mode of inference made possible by such an axiom can , as a whole , be replaced by a formal procedure in a such a way that certain signs replace general concepts like number , function , etc.",,0,,-1,,
-- general[1] -- -- --,3,NYNNN,P_000544,B_0000P_0544,hilbertthought.p.35,Y:3:1,-- general[1] -- -- --,76,1,1.32,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:whenever concept be miss , a sign will be readily available . this be the methodical principle of hilbert ' s theory . an example should explain what be mean . the existential axiom "" each number have a successor "" hold in number theory . in keep with the restriction to what be concretely intuitive , the general concept of number as well as the existential form of the statement must now be avoid .","TOK:Whenever concepts are missing , a sign will be readily available . This is the methodical principle of Hilbert ’ s theory . An example should explain what is meant . The existential axiom “ Each number has a successor ” holds in number theory . In keeping with the restriction to what is concretely intuitive , the general concept of number as well as the existential form of the statement must now be avoided .",,-1,,-1,,
-- contentual[1] formalism[1] -- -- --,6,NYNNN,P_000547,B_0000P_0547,hilbertthought.p.38,Y:3:2,-- contentual[1] formalism[1] -- -- --,32,2,6.25,2,100,n.a.,--,Y:3:2,contentual[1] formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:on the basis of these stipulation , the mentioned formula accomplish , within the framework of the formalism , exactly what be otherwise accomplish by the existential axiom for contentual argumentation .","TOK:On the basis of these stipulations , the mentioned formula accomplishes , within the framework of the formalism , exactly what is otherwise accomplished by the existential axiom for contentual argumentation .",,0,,-1,,
-- formalize[1] -- -- --,3,NYNNN,P_000548,B_0000P_0548,hilbertthought.p.39,Y:3:1,-- formalize[1] -- -- --,84,1,1.19,1,100,n.a.,--,Y:3:1,formalize[1],n.a.,--,n.a.,--,n.a.,--,"LEM:here we see how hilbert utilize the method of formalize inference accord to the constructive tendency ; for he it be in no way merely a tool for the demonstration of consistency . rather , it be , at the same time , also the way to a rigorous constructive development of arithmetic . moreover , the methodical idea of construction be here conceive of so broadly , that also all high mathematical mode of inference can be incorporate in the constructive development .","TOK:Here we see how Hilbert utilizes the method of formalizing inferences according to the constructive tendency ; for him it is in no way merely a tool for the demonstration of consistency . Rather , it is , at the same time , also the way to a rigorous constructive development of arithmetic . Moreover , the methodical idea of construction is here conceived of so broadly , that also all higher mathematical modes of inference can be incorporated in the constructive development .",,-1,,-1,,
-- formal[1] -- -- --,3,NYNNN,P_000550,B_0000P_0550,hilbertthought.p.41,Y:3:1,-- formal[1] -- -- --,39,1,2.56,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,LEM:1 . the constructive development should represent the formal image of the system of arithmetic and at the same time it should the object for the intuitive theory of consistency . how do such a development take shape ?,TOK:1 . The constructive development should represent the formal image of the system of arithmetic and at the same time it should the object for the intuitive theory of consistency . How does such a development take shape ?,,0,the contrast between formal and intuitive - does intuitive relates to the contentual? (Yes - P_000565),-1,,
-- contentual[1] -- -- --,3,NYNNN,P_000552,B_0000P_0552,hilbertthought.p.43,Y:3:1,-- contentual[1] -- -- --,22,1,4.55,1,100,n.a.,--,Y:3:1,contentual[1],n.a.,--,n.a.,--,n.a.,--,LEM:3 . what be the mean of the contentual consideration by which the demonstration of consistency be to be carry out ?,TOK:3 . What are the means of the contentual consideration by which the demonstration of consistency is to be carried out ?,,-1,,-1,,
-- formal[1] -- -- --,3,NYNNN,P_000555,B_0000P_0555,hilbertthought.p.46,Y:3:1,-- formal[1] -- -- --,25,1,4,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:hence a "" proof "" be nothing else than a figure with certain concrete property and such figure constitute the formal image of arithmetic .",TOK:Hence a “ proof ” is nothing else than a figure with certain concrete properties and such figures constitute the formal image of arithmetic .,,-1,*formal as computable,-1,,
-- formalism[1] -- -- --,3,NYNNN,P_000556,B_0000P_0556,hilbertthought.p.47,Y:3:1,-- formalism[1] -- -- --,42,1,2.38,1,100,n.a.,--,Y:3:1,formalism[1],n.a.,--,n.a.,--,n.a.,--,LEM:this answer to the first question make the urgency of the second especially evident . for what should the statement of consistency mean in regard to the pure formalism ? isn ' t it impossible that mere formula can contradict themselves ?,TOK:This answer to the first question makes the urgency of the second especially evident . For what should the statement of consistency mean in regard to the pure formalism ? Isn ’ t it impossible that mere formulas can contradict themselves ?,,-1,,-1,,
-- formalism[1] formalize[1] -- -- --,6,NYNNN,P_000557,B_0000P_0557,hilbertthought.p.48,Y:3:2,-- formalism[1] formalize[1] -- -- --,85,2,2.35,2,100,n.a.,--,Y:3:2,formalism[1] formalize[1],n.a.,--,n.a.,--,n.a.,--,"LEM:the simple reply to this be : the contradiction be formalize just as well . faithful to his principle hilbert introduce the letter ω for the contradiction ; and the role of this letter within the formalism be determine by lay down basic formula in such a way that from any two formulas—to which contrary statement correspond—ω can be deduce . more precisely , by add two such formula to the basic formula , a proof with ω as end formula can be construct .","TOK:The simple reply to this is : The contradiction is formalized just as well . Faithful to his principle Hilbert introduces the letter Ω for the contradiction ; and the role of this letter within the formalism is determined by laying down basic formulas in such a way that from any two formulas—to which contrary statements correspond—Ω can be deduced . More precisely , by adding two such formulas to the basic formulas , a proof with Ω as end formula can be constructed .",,-1,,-1,,
-- general[1] -- -- --,3,NYNNN,P_000564,B_0000P_0564,hilbertthought.p.55,Y:3:1,-- general[1] -- -- --,55,1,1.82,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:to wit , two type of complete induction be to be distinguish : the narrow form of induction , which apply only to something completely and concretely give , and the wide form of induction , which use in an essential manner either the general concept of whole number or the operating with variable .","TOK:To wit , two types of complete induction are to be distinguished : the narrower form of induction , which applies only to something completely and concretely given , and the wider form of induction , which uses in an essential manner either the general concept of whole number or the operating with variables .",,-1,,-1,,
-- contentual[1] -- -- --,3,NYNNN,P_000565,B_0000P_0565,hilbertthought.p.56,Y:3:1,-- contentual[1] -- -- --,47,1,2.13,1,100,n.a.,--,Y:3:1,contentual[1],n.a.,--,n.a.,--,n.a.,--,"LEM:whereas this wide form of complete induction be a high mode of inference which be to be ground by hilbert ' s theory , the narrow form of inference be part of primitive intuitive knowledge and can therefore be use as a tool of contentual argumentation .","TOK:Whereas this wider form of complete induction is a higher mode of inference which is to be grounded by Hilbert ’ s theory , the narrower form of inference is part of primitive intuitive knowledge and can therefore be used as a tool of contentual argumentation .",,0,the relation between intuitive and contentual,-1,,
-- general[1] -- -- --,3,NYNNN,P_000568,B_0000P_0568,hilbertthought.p.59,Y:3:1,-- general[1] -- -- --,68,1,1.47,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:2 . if one have a general procedure for eliminate , from a proof with a certain concretely describable property e , the first occurrence of the sign z , without the proof lose the property e in the process , then one can , by repeat application of the procedure , completely remove the sign z from such a proof , without its lose the property e.","TOK:2 . If one has a general procedure for eliminating , from a proof with a certain concretely describable property E , the first occurrence of the sign Z , without the proof losing the property E in the process , then one can , by repeated application of the procedure , completely remove the sign Z from such a proof , without its losing the property E.",,-1,,-1,,
-- formalize[1] -- -- --,3,NYNNN,P_000569,B_0000P_0569,hilbertthought.p.60,Y:3:1,-- formalize[1] -- -- --,30,1,3.33,1,100,n.a.,--,Y:3:1,formalize[1],n.a.,--,n.a.,--,n.a.,--,"LEM:( notice , that here it be exclusively a question of formalize proof , i . e . , proof in the sense of the definition give above . )","TOK:( Notice , that here it is exclusively a question of formalized proofs , i . e . , proofs in the sense of the definition given above . )",,-1,,-1,,
-- formalize[1] -- -- --,3,NYNNN,P_000574,B_0000P_0574,methodconsistent.p.1,Y:3:1,-- formalize[1] -- -- --,25,1,4,1,100,n.a.,--,Y:3:1,formalize[1],n.a.,--,n.a.,--,n.a.,--,LEM:the method that be use to prove the consistency of formalize theory from the finitist standpoint can be survey accord to the follow classification .,TOK:The methods that were used to prove the consistency of formalized theories from the finitist standpoint can be surveyed according to the following classification .,,-1,,-1,,
